-89.85 -7 1920 1800 928 928
-81.23247	-0.11852 0	10000	10000	30	15	118	2500
-81.18477	-0.04182 0	10000	10000	30	15	118	2500
-78.81587	1.13478	0	10000	10000	30	15	118	43900
-78.76827	1.21148	0	10000	10000	30	15	118	43900
-78.72057	1.28818	0	10000	10000	30	15	118	43900
-78.67297	1.36488	0	10000	10000	30	15	118	43900
-78.62537	1.44158	0	10000	10000	30	15	118	43900
-78.57767	1.51828	0	10000	10000	30	15	118	43900
-78.53007	1.59498	0	10000	10000	30	15	118	43900
-78.48247	1.67168	0	10000	10000	30	15	118	43900
-78.43477	1.74838	0	10000	10000	30	15	118	43900
-78.38717	1.82508	0	10000	10000	30	15	118	43900
-78.33957	1.90178	0	10000	10000	30	15	118	43900
-78.29187	1.97848	0	10000	10000	30	15	118	43900
-78.24427	2.05518	0	10000	10000	30	15	118	43900
-78.19667	2.13188	0	10000	10000	30	15	118	43900
-78.14897	2.20858	0	10000	10000	30	15	118	43900
-78.10137	2.28518	0	10000	10000	30	15	118	43900
-78.05377	2.36188	0	10000	10000	30	15	118	43900
-78.00607	2.43858	0	10000	10000	30	15	118	43900
-77.95847	2.51528	0	10000	10000	30	15	118	43900
-77.91087	2.59198	0	10000	10000	30	15	118	43900
-77.86317	2.66868	0	10000	10000	30	15	118	43900
-77.81557	2.74538	0	10000	10000	30	15	118	43900
-77.76797	2.82208	0	10000	10000	30	15	118	43900
-77.72027	2.89878	0	10000	10000	30	15	118	43900
-77.67267	2.97548	0	10000	10000	30	15	118	43900
-77.62507	3.05218	0	10000	10000	30	15	118	43900
-77.57737	3.12888	0	10000	10000	30	15	118	43900
-77.52977	3.20558	0	10000	10000	30	15	118	43900
-77.48217	3.28228	0	10000	10000	30	15	118	43900
-77.43447	3.35898	0	10000	10000	30	15	118	43900
-77.38687	3.43568	0	10000	10000	30	15	118	0
